index,Prix (€),Marque,Taille,Etat,Matière,Localisation,Option de paiement,Vues,Date d'ajout,Département,Libellé du département,Nbvoix,%popent,%popvot,Niveau de vie commune
723,5.0,H&M,W23 | FR 32,Très bon état,,Paris,Carte bancaire,12,"12/27/2023, 12:27:55 PM",75,Paris,298944.0,21.94,40.16,
724,10.0,Diesel,W30 | FR 40,Bon état,,Rives-du-Loir-en-Anjou,Carte bancaire,57,"12/29/2023, 4:16:31 PM",,,,,,
725,5.0,Jules,W28 | FR 38,Très bon état,Coton,Lomme,Carte bancaire,3,"12/28/2023, 1:50:22 PM",,,,,,
726,5.0,,W23 | FR 32,Neuf sans étiquette,,Lumbres,Carte bancaire,7,"12/29/2023, 10:27:59 AM",62,Pas-de-Calais,111504.0,10.17,22.5, 16 517   
727,10.0,Tommy Jeans,L,Bon état,,Rodilhan,Carte bancaire,29,"12/29/2023, 12:22:40 PM",30,Gard,73880.0,13.25,28.74, 20 205   
728,5.0,BZB,W23 | FR 32,Bon état,,Vannes,Carte bancaire,0,"12/29/2023, 7:15:06 PM",56,Morbihan,82148.0,13.440000000000001,26.09, 20 477   
729,5.0,Celio,W33 | FR 42,Bon état,,Thorigné-Fouillard,Carte bancaire,4,"12/28/2023, 9:53:43 AM",35,Ille-et-Vilaine,140256.0,18.080000000000002,34.95, 25 531   
730,8.99,RAW,W30 | FR 40,Très bon état,,Unieux,Carte bancaire,3,"12/29/2023, 5:27:36 PM",42,Loire,60447.0,11.71,24.85, 19 469   
731,5.0,G-Star,W30 | FR 40,Bon état,Coton,Noyelles-sous-Lens,Carte bancaire,8,"12/29/2023, 2:36:43 PM",62,Pas-de-Calais,111504.0,10.17,22.5, 15 434   
732,8.0,,W23 | FR 32,Très bon état,,Hombleux,Carte bancaire,1,"12/29/2023, 12:40:10 PM",80,Somme,52514.0,12.78,26.61, 17 941   
733,6.0,Diesel,W32 | FR 42,Très bon état,,Mantes-la-Ville,Carte bancaire,18,"12/29/2023, 6:45:32 PM",78,Yvelines,142866.0,14.81,29.020000000000003, 18 676   
734,5.0,Levi's,W29 | FR 38,Bon état,,Surtainville,Carte bancaire,22,"12/29/2023, 2:52:14 PM",50,Manche,48914.0,12.72,25.990000000000002, 19 840   
735,5.0,G-Star,W25 | FR 34,Bon état,,Naintré,Carte bancaire,12,"12/29/2023, 4:42:45 PM",86,Vienne,46410.0,15.120000000000001,30.36, 19 973   
736,5.0,Pull & Bear,W26 | FR 36,Très bon état,,Cabriès,Carte bancaire,203,"12/28/2023, 6:55:30 PM",13,Bouches-du-Rhône,188860.0,13.299999999999999,30.729999999999997, 28 064   
737,12.0,la boutique officielle,M,Neuf avec étiquette,,Pont-Audemer,Carte bancaire,4,"12/29/2023, 8:45:56 PM",27,Eure,53761.0,12.389999999999999,25.92, 16 412   
738,6.0,,W34 | FR 44,Très bon état,,Lamonzie-Saint-Martin,Carte bancaire,23,"12/28/2023, 5:49:40 PM",24,Dordogne,43986.0,13.77,25.77, 19 244   
739,5.0,Bonobo,W30 | FR 40,Neuf sans étiquette,,Saint-Laure,Carte bancaire,18,"12/29/2023, 11:53:09 AM",63,Puy-de-Dôme,92396.0,19.66,39.02, 22 455   
740,5.0,Lee,W32 | FR 42,Très bon état,Coton,Aveizieux,Carte bancaire,47,"12/29/2023, 11:58:58 AM",42,Loire,60447.0,11.71,24.85, 22 463   
741,5.0,Jules,W30 | FR 40,Très bon état,,Harnes,Carte bancaire,15,"12/29/2023, 8:41:06 AM",62,Pas-de-Calais,111504.0,10.17,22.5, 15 948   
742,5.0,Salsa,W28 | FR 38,Très bon état,,Évry,Carte bancaire,4,"12/29/2023, 5:53:34 PM",89,Yonne,29042.0,12.16,24.93, 22 570   
743,5.0,Pull & Bear,W30 | FR 40,Très bon état,,Paris,Carte bancaire,34,"12/29/2023, 3:32:51 PM",75,Paris,298944.0,21.94,40.16,
744,5.0,Bonobo,W26 | FR 36,Très bon état,,Sarlat-la-Canéda,Carte bancaire,0,"12/29/2023, 9:08:58 PM",24,Dordogne,43986.0,13.77,25.77, 18 812   
745,5.0,Brave Soul,W30 | FR 40,Neuf avec étiquette,,Châteauneuf-les-Martigues,Carte bancaire,13,"12/29/2023, 11:31:01 AM",13,Bouches-du-Rhône,188860.0,13.299999999999999,30.729999999999997, 21 026   
746,5.0,Bershka,M,Très bon état,,Ozoir-la-Ferrière,Carte bancaire,22,"12/29/2023, 1:56:57 PM",77,Seine-et-Marne,126188.0,13.95,32.19, 24 892   
747,5.0,Leeyo Jeans,W28 | FR 38,Très bon état,,Buigny-Saint-Maclou,Carte bancaire,9,"12/29/2023, 12:51:07 PM",80,Somme,52514.0,12.78,26.61, 21 846   
748,5.0,Antony Morato,W27 | FR 36,Très bon état,,Châtenay-Malabry,Carte bancaire,5,"12/29/2023, 1:18:52 AM",92,Hauts-de-Seine,165750.0,16.51,31.63, 23 172   
749,6.0,Pionier,W36 | FR 46,Très bon état,,Saint-Loubès,Carte bancaire,53,"12/29/2023, 3:50:17 PM",33,Gironde,186435.0,16.01,32.239999999999995, 21 774   
750,5.0,Celio,W33 | FR 42,Très bon état,,Saint-Jacques-de-la-Lande,Carte bancaire,2,"12/29/2023, 9:01:47 PM",35,Ille-et-Vilaine,140256.0,18.080000000000002,34.95, 19 126   
751,5.0,Bonobo,W28 | FR 38,Très bon état,,Sarlat-la-Canéda,Carte bancaire,0,"12/29/2023, 9:06:12 PM",24,Dordogne,43986.0,13.77,25.77, 18 812   
752,5.0,Pepe Jeans,M,Bon état,,Saint-Romain-au-Mont-d’Or,Carte bancaire,40,"12/29/2023, 12:56:37 PM",,,,,,
753,5.0,ICON,W23 | FR 32,Très bon état,,Quimper,Carte bancaire,74,"12/28/2023, 4:13:03 PM",29,Finistère,118179.0,16.59,32.06, 19 950   
754,5.0,ICON,W26 | FR 36,Très bon état,,Socourt,Carte bancaire,26,"12/28/2023, 10:08:36 AM",88,Vosges,25787.0,9.260000000000002,19.18, 20 021   
755,5.0,Urban Rags,W30 | FR 40,Très bon état,"Coton, Polyes",Broye-Aubigney-Montseugny,Carte bancaire,20,"12/27/2023, 9:47:41 AM",70,Haute-Saône,19043.0,10.69,21.29, 20 135   
756,5.0,Jo Cassidy,5XL,Neuf avec étiquette,Coton,Armbouts-Cappel,Carte bancaire,12,"12/27/2023, 3:33:14 PM",59,Nord,232470.0,12.77,29.29, 21 884   
757,5.0,Celio,W38 | FR 48,Très bon état,,Thoiry,Carte bancaire,69,"12/25/2023, 10:46:04 AM",1,Ain,51895.0,11.78,25.04, 32 701   
758,5.0,Celio,W33 | FR 42,Très bon état,,Saint-Jacques-de-la-Lande,Carte bancaire,0,"12/29/2023, 9:08:26 PM",35,Ille-et-Vilaine,140256.0,18.080000000000002,34.95, 19 126   
759,7.0,Levi's,W30 | FR 40,Très bon état,,Neuville-de-Poitou,Carte bancaire,29,"12/29/2023, 2:14:08 PM",86,Vienne,46410.0,15.120000000000001,30.36, 20 525   
760,5.0,Benson & Cherry,W26 | FR 36,Très bon état,,Saint-Jacques-de-la-Lande,Carte bancaire,0,"12/29/2023, 8:41:01 PM",35,Ille-et-Vilaine,140256.0,18.080000000000002,34.95, 19 126   
761,5.0,Teddy Smith,W32 | FR 42,Très bon état,,Nice,Carte bancaire,20,"12/29/2023, 3:54:30 PM",6,Alpes-Maritimes,75832.0,9.68,21.81, 18 834   
762,5.0,Freeman T. Porter,W29 | FR 38,Très bon état,,Évry,Carte bancaire,5,"12/29/2023, 5:46:21 PM",89,Yonne,29042.0,12.16,24.93, 22 570   
763,8.0,Levi's,W31 | FR 40,Bon état,Coton,Marseillan,Carte bancaire,33,"12/29/2023, 11:18:14 AM",32,Gers,19195.0,13.0,23.75,
764,5.0,Teddy Smith,S,Bon état,,Olivet,Carte bancaire,6,"12/27/2023, 8:55:42 PM",45,Loiret,55327.0,12.040000000000001,24.99, 25 214   
765,5.0,Jeanne Arthes,,Neuf avec étiquette,,Créhange,Carte bancaire,3,"12/29/2023, 4:43:08 PM",57,Moselle,65671.0,8.790000000000001,21.759999999999998, 18 708   
766,5.0,Springfield,W32 | FR 42,Bon état,,Sennely,Carte bancaire,0,"12/29/2023, 9:08:32 PM",45,Loiret,55327.0,12.040000000000001,24.99, 20 109   
767,5.0,John H,W24 | FR 34,Neuf sans étiquette,"Coton, Élasthanne",Villejuif,Carte bancaire,1,"12/29/2023, 11:46:27 AM",94,Val-de-Marne,150867.0,18.8,40.26, 19 175   
768,12.0,G-Star,W33 | FR 42,Très bon état,,Perpignan,Carte bancaire,76,"12/29/2023, 11:19:32 AM",66,Pyrénées-Orientales,40475.0,11.14,23.82, 15 786   
769,5.0,TERANCE KOLE,W36 | FR 46,Bon état,,Blainville-sur-l'Eau,Carte bancaire,6,"12/28/2023, 1:50:29 PM",54,Meurthe-et-Moselle,56808.0,11.5,25.669999999999998, 19 587   
770,8.0,Grain de Malice,W38 | FR 48,Neuf sans étiquette,,Les Ormes,Carte bancaire,1,"12/29/2023, 8:09:41 PM",86,Vienne,46410.0,15.120000000000001,30.36, 19 243   
771,6.0,L'Homme Moderne,W33 | FR 42,Neuf sans étiquette,Denim,Saint-André-de-Cubzac,Carte bancaire,4,"12/29/2023, 5:32:28 PM",33,Gironde,186435.0,16.01,32.239999999999995, 20 100   
772,5.0,Livergy,W32 | FR 42,Très bon état,,Bégadan,Carte bancaire,8,"12/29/2023, 1:21:40 PM",33,Gironde,186435.0,16.01,32.239999999999995, 18 836   
773,5.0,H&M,W32 | FR 42,Très bon état,Coton,Pressins,Carte bancaire,10,"12/29/2023, 10:38:06 AM",38,Isère,146859.0,16.5,33.94, 20 338   
774,6.0,Jack & Jones,W31 | FR 40,Bon état,Coton,Le Thor,Carte bancaire,16,"12/26/2023, 3:22:33 PM",84,Vaucluse,49879.0,12.06,26.27, 20 265   
775,8.0,Bonobo,W36 | FR 46,Très bon état,,Oudon,Carte bancaire,8,"12/28/2023, 3:33:33 PM",44,Loire-Atlantique,194496.0,18.33,36.57, 21 809   
776,5.0,Regular,W34 | FR 44,Bon état,,Jougne,Carte bancaire,1,"12/29/2023, 5:42:10 PM",25,Doubs,45814.0,12.379999999999999,25.94, 31 465   
777,5.0,Kaporal,W28 | FR 38,Très bon état,,Évry,Carte bancaire,1,"12/29/2023, 5:50:17 PM",89,Yonne,29042.0,12.16,24.93, 22 570   
778,6.0,Devred,W33 | FR 42,Très bon état,,Bussières,Carte bancaire,14,"12/28/2023, 10:50:59 AM",21,Côte-d'Or,46366.0,12.59,25.119999999999997,
779,5.0,Frilivin,W31 | FR 40,Très bon état,,Falleron,Carte bancaire,2,"12/29/2023, 4:56:53 PM",85,Vendée,64225.0,11.62,24.23, 18 333   
780,5.0,Bonobo,W26 | FR 36,Très bon état,,Sarlat-la-Canéda,Carte bancaire,0,"12/29/2023, 9:03:01 PM",24,Dordogne,43986.0,13.77,25.77, 18 812   
781,5.0,GovdenimM5888,W34 | FR 44,Très bon état,Coton,Segonzac,Carte bancaire,28,"12/27/2023, 4:55:37 PM",16,Charente,32282.0,12.49,25.59, 19 919   
782,5.0,districenter,M,Très bon état,,Saint-Jean-de-Maurienne,Carte bancaire,8,"12/28/2023, 5:26:51 PM",73,Savoie,44566.0,13.84,28.009999999999998, 19 601   
783,5.0,Kaporal,W32 | FR 42,Bon état,,Jougne,Carte bancaire,9,"12/29/2023, 5:30:38 PM",25,Doubs,45814.0,12.379999999999999,25.94, 31 465   
784,5.0,Bonobo,W26 | FR 36,Neuf sans étiquette,,Saint-Laurs,Carte bancaire,8,"12/28/2023, 10:16:46 AM",79,Deux-Sèvres,40743.0,14.860000000000001,30.64, 18 378   
785,5.0,Jules,W26 | FR 36,Très bon état,Coton,Saint-Aubin-lès-Elbeuf,Carte bancaire,1,"12/29/2023, 3:37:47 PM",76,Seine-Maritime,134442.0,15.23,31.92, 19 806   
786,5.0,Le Temps des Cerises,W27 | FR 36,Très bon état,,Sarlat-la-Canéda,Carte bancaire,0,"12/29/2023, 9:12:12 PM",24,Dordogne,43986.0,13.77,25.77, 18 812   
787,7.0,Donovan,W26 | FR 36,Très bon état,,Paris,Carte bancaire,1,"12/29/2023, 7:53:07 PM",75,Paris,298944.0,21.94,40.16,
788,5.0,Celio,W33 | FR 42,Très bon état,,Sorgues,Carte bancaire,15,"12/26/2023, 4:57:37 PM",84,Vaucluse,49879.0,12.06,26.27, 17 638   
789,5.0,Shein,L,Bon état,,Le Tréport,Carte bancaire,1,"12/29/2023, 8:29:17 PM",76,Seine-Maritime,134442.0,15.23,31.92, 16 733   
790,5.0,Jack & Jones,W30 | FR 40,Très bon état,Coton,Nantua,Carte bancaire,35,"12/29/2023, 8:53:50 AM",1,Ain,51895.0,11.78,25.04, 16 360   
791,7.0,Zara,W32 | FR 42,Neuf avec étiquette,,Mulhouse,Carte bancaire,34,"12/29/2023, 6:48:16 PM",68,Haut-Rhin,49170.0,9.22,21.470000000000002, 15 444   
792,6.0,Bonobo,W36 | FR 46,Très bon état,,Saint-Offenge-Dessous,Carte bancaire,18,"12/29/2023, 5:13:08 PM",,,,,,
793,9.0,Zara,W32 | FR 42,Très bon état,,Saint-Georges-les-Bains,Carte bancaire,83,"12/29/2023, 11:07:47 AM",7,Ardèche,24851.0,9.68,18.490000000000002, 22 458   
794,5.0,Shein,W23 | FR 32,Neuf avec étiquette,Coton,Fondettes,Carte bancaire,4,"12/28/2023, 9:11:26 AM",37,Indre-et-Loire,70126.0,15.86,31.799999999999997, 25 099   
795,10.0,Levi's,W32 | FR 42,Bon état,Coton,Sète,Carte bancaire,48,"12/29/2023, 2:24:14 PM",34,Hérault,119495.0,14.02,29.759999999999998, 16 732   
796,5.0,Frilivin,W31 | FR 40,Très bon état,,Falleron,Carte bancaire,1,"12/29/2023, 4:51:19 PM",85,Vendée,64225.0,11.62,24.23, 18 333   
797,15.0,Alixpress,W36 | FR 46,Neuf avec étiquette,"Coton, Polyester",Saint-André-de-Sangonis,Carte bancaire,1,"12/29/2023, 8:14:39 PM",34,Hérault,119495.0,14.02,29.759999999999998, 19 235   
798,10.0,Diesel,W33 | FR 42,Très bon état,,Bormes-les-Mimosas,Carte bancaire,12,"12/29/2023, 6:14:13 PM",83,Var,78110.0,9.469999999999999,20.830000000000002, 20 790   
799,5.0,SMOG,W36 | FR 46,Bon état,,Le Mans,Carte bancaire,6,"12/28/2023, 8:43:05 PM",72,Sarthe,46201.0,11.209999999999999,25.23, 19 113   
800,5.0,Ross Carra,W26 | FR 36,Bon état,,Blainville-sur-l'Eau,Carte bancaire,4,"12/28/2023, 1:46:54 PM",54,Meurthe-et-Moselle,56808.0,11.5,25.669999999999998, 19 587   
801,5.0,GAS,W25 | FR 34,Très bon état,,Quimper,Carte bancaire,4,"12/28/2023, 4:30:33 PM",29,Finistère,118179.0,16.59,32.06, 19 950   
802,5.0,H&M,W23 | FR 32,Très bon état,,Paris,Carte bancaire,12,"12/27/2023, 12:27:55 PM",75,Paris,298944.0,21.94,40.16,
803,10.0,Diesel,W30 | FR 40,Bon état,,Rives-du-Loir-en-Anjou,Carte bancaire,58,"12/29/2023, 4:16:31 PM",,,,,,
804,5.0,Jules,W28 | FR 38,Très bon état,Coton,Lomme,Carte bancaire,3,"12/28/2023, 1:50:22 PM",,,,,,
805,5.0,,W23 | FR 32,Neuf sans étiquette,,Lumbres,Carte bancaire,7,"12/29/2023, 10:27:59 AM",62,Pas-de-Calais,111504.0,10.17,22.5, 16 517   
806,10.0,Tommy Jeans,L,Bon état,,Rodilhan,Carte bancaire,29,"12/29/2023, 12:22:40 PM",30,Gard,73880.0,13.25,28.74, 20 205   
807,5.0,BZB,W23 | FR 32,Bon état,,Vannes,Carte bancaire,0,"12/29/2023, 7:15:06 PM",56,Morbihan,82148.0,13.440000000000001,26.09, 20 477   
808,5.0,Celio,W33 | FR 42,Bon état,,Thorigné-Fouillard,Carte bancaire,4,"12/28/2023, 9:53:43 AM",35,Ille-et-Vilaine,140256.0,18.080000000000002,34.95, 25 531   
809,8.99,RAW,W30 | FR 40,Très bon état,,Unieux,Carte bancaire,3,"12/29/2023, 5:27:36 PM",42,Loire,60447.0,11.71,24.85, 19 469   
810,5.0,G-Star,W30 | FR 40,Bon état,Coton,Noyelles-sous-Lens,Carte bancaire,8,"12/29/2023, 2:36:43 PM",62,Pas-de-Calais,111504.0,10.17,22.5, 15 434   
811,6.0,Diesel,W32 | FR 42,Très bon état,,Mantes-la-Ville,Carte bancaire,19,"12/29/2023, 6:45:32 PM",78,Yvelines,142866.0,14.81,29.020000000000003, 18 676   
812,5.0,Levi's,W29 | FR 38,Bon état,,Surtainville,Carte bancaire,22,"12/29/2023, 2:52:14 PM",50,Manche,48914.0,12.72,25.990000000000002, 19 840   
813,5.0,G-Star,W25 | FR 34,Bon état,,Naintré,Carte bancaire,13,"12/29/2023, 4:42:45 PM",86,Vienne,46410.0,15.120000000000001,30.36, 19 973   
814,5.0,Pull & Bear,W26 | FR 36,Très bon état,,Cabriès,Carte bancaire,203,"12/28/2023, 6:55:30 PM",13,Bouches-du-Rhône,188860.0,13.299999999999999,30.729999999999997, 28 064   
815,12.0,la boutique officielle,M,Neuf avec étiquette,,Pont-Audemer,Carte bancaire,6,"12/29/2023, 8:45:56 PM",27,Eure,53761.0,12.389999999999999,25.92, 16 412   
816,6.0,,W34 | FR 44,Très bon état,,Lamonzie-Saint-Martin,Carte bancaire,23,"12/28/2023, 5:49:40 PM",24,Dordogne,43986.0,13.77,25.77, 19 244   
817,5.0,Bonobo,W30 | FR 40,Neuf sans étiquette,,Saint-Laure,Carte bancaire,18,"12/29/2023, 11:53:09 AM",63,Puy-de-Dôme,92396.0,19.66,39.02, 22 455   
818,5.0,Lee,W32 | FR 42,Très bon état,Coton,Aveizieux,Carte bancaire,48,"12/29/2023, 11:58:58 AM",42,Loire,60447.0,11.71,24.85, 22 463   
819,5.0,Jules,W30 | FR 40,Très bon état,,Harnes,Carte bancaire,15,"12/29/2023, 8:41:06 AM",62,Pas-de-Calais,111504.0,10.17,22.5, 15 948   
820,5.0,Salsa,W28 | FR 38,Très bon état,,Évry,Carte bancaire,5,"12/29/2023, 5:53:34 PM",89,Yonne,29042.0,12.16,24.93, 22 570   
821,5.0,Bizzbee,W29 | FR 38,Neuf sans étiquette,,Sarlat-la-Canéda,Carte bancaire,0,"12/29/2023, 9:19:11 PM",24,Dordogne,43986.0,13.77,25.77, 18 812   
822,5.0,Pull & Bear,W30 | FR 40,Très bon état,,Paris,Carte bancaire,34,"12/29/2023, 3:32:51 PM",75,Paris,298944.0,21.94,40.16,
823,5.0,Bonobo,W26 | FR 36,Très bon état,,Sarlat-la-Canéda,Carte bancaire,0,"12/29/2023, 9:08:58 PM",24,Dordogne,43986.0,13.77,25.77, 18 812   
824,5.0,Brave Soul,W30 | FR 40,Neuf avec étiquette,,Châteauneuf-les-Martigues,Carte bancaire,13,"12/29/2023, 11:31:01 AM",13,Bouches-du-Rhône,188860.0,13.299999999999999,30.729999999999997, 21 026   
825,5.0,Bershka,M,Très bon état,,Ozoir-la-Ferrière,Carte bancaire,22,"12/29/2023, 1:56:57 PM",77,Seine-et-Marne,126188.0,13.95,32.19, 24 892   
826,5.0,Leeyo Jeans,W28 | FR 38,Très bon état,,Buigny-Saint-Maclou,Carte bancaire,9,"12/29/2023, 12:51:07 PM",80,Somme,52514.0,12.78,26.61, 21 846   
827,6.0,Pionier,W36 | FR 46,Très bon état,,Saint-Loubès,Carte bancaire,54,"12/29/2023, 3:50:17 PM",33,Gironde,186435.0,16.01,32.239999999999995, 21 774   
828,5.0,Celio,W33 | FR 42,Très bon état,,Saint-Jacques-de-la-Lande,Carte bancaire,2,"12/29/2023, 9:01:47 PM",35,Ille-et-Vilaine,140256.0,18.080000000000002,34.95, 19 126   
829,5.0,Bonobo,W28 | FR 38,Très bon état,,Sarlat-la-Canéda,Carte bancaire,0,"12/29/2023, 9:06:12 PM",24,Dordogne,43986.0,13.77,25.77, 18 812   
830,5.0,Pepe Jeans,M,Bon état,,Saint-Romain-au-Mont-d’Or,Carte bancaire,40,"12/29/2023, 12:56:37 PM",,,,,,
831,5.0,ICON,W23 | FR 32,Très bon état,,Quimper,Carte bancaire,74,"12/28/2023, 4:13:03 PM",29,Finistère,118179.0,16.59,32.06, 19 950   
832,5.0,ICON,W26 | FR 36,Très bon état,,Socourt,Carte bancaire,26,"12/28/2023, 10:08:36 AM",88,Vosges,25787.0,9.260000000000002,19.18, 20 021   
833,5.0,Urban Rags,W30 | FR 40,Très bon état,"Coton, Polyes",Broye-Aubigney-Montseugny,Carte bancaire,20,"12/27/2023, 9:47:41 AM",70,Haute-Saône,19043.0,10.69,21.29, 20 135   
834,5.0,Jo Cassidy,5XL,Neuf avec étiquette,Coton,Armbouts-Cappel,Carte bancaire,12,"12/27/2023, 3:33:14 PM",59,Nord,232470.0,12.77,29.29, 21 884   
835,5.0,Celio,W38 | FR 48,Très bon état,,Thoiry,Carte bancaire,69,"12/25/2023, 10:46:04 AM",1,Ain,51895.0,11.78,25.04, 32 701   
836,5.0,Celio,W33 | FR 42,Très bon état,,Saint-Jacques-de-la-Lande,Carte bancaire,0,"12/29/2023, 9:08:26 PM",35,Ille-et-Vilaine,140256.0,18.080000000000002,34.95, 19 126   
837,7.0,Levi's,W30 | FR 40,Très bon état,,Neuville-de-Poitou,Carte bancaire,29,"12/29/2023, 2:14:08 PM",86,Vienne,46410.0,15.120000000000001,30.36, 20 525   
838,5.0,Benson & Cherry,W26 | FR 36,Très bon état,,Saint-Jacques-de-la-Lande,Carte bancaire,0,"12/29/2023, 8:41:01 PM",35,Ille-et-Vilaine,140256.0,18.080000000000002,34.95, 19 126   
839,7.0,Zara,W32 | FR 42,Neuf avec étiquette,,Mulhouse,Carte bancaire,34,"12/29/2023, 6:48:16 PM",68,Haut-Rhin,49170.0,9.22,21.470000000000002, 15 444   
840,5.0,Teddy Smith,W32 | FR 42,Très bon état,,Nice,Carte bancaire,20,"12/29/2023, 3:54:30 PM",6,Alpes-Maritimes,75832.0,9.68,21.81, 18 834   
841,5.0,Freeman T. Porter,W29 | FR 38,Très bon état,,Évry,Carte bancaire,5,"12/29/2023, 5:46:21 PM",89,Yonne,29042.0,12.16,24.93, 22 570   
842,8.0,Levi's,W31 | FR 40,Bon état,Coton,Marseillan,Carte bancaire,33,"12/29/2023, 11:18:14 AM",32,Gers,19195.0,13.0,23.75,
843,5.0,Teddy Smith,S,Bon état,,Olivet,Carte bancaire,6,"12/27/2023, 8:55:42 PM",45,Loiret,55327.0,12.040000000000001,24.99, 25 214   
844,5.0,Jeanne Arthes,,Neuf avec étiquette,,Créhange,Carte bancaire,3,"12/29/2023, 4:43:08 PM",57,Moselle,65671.0,8.790000000000001,21.759999999999998, 18 708   
845,5.0,Springfield,W32 | FR 42,Bon état,,Sennely,Carte bancaire,0,"12/29/2023, 9:08:32 PM",45,Loiret,55327.0,12.040000000000001,24.99, 20 109   
846,5.0,John H,W24 | FR 34,Neuf sans étiquette,"Coton, Élasthanne",Villejuif,Carte bancaire,1,"12/29/2023, 11:46:27 AM",94,Val-de-Marne,150867.0,18.8,40.26, 19 175   
847,12.0,G-Star,W33 | FR 42,Très bon état,,Perpignan,Carte bancaire,76,"12/29/2023, 11:19:32 AM",66,Pyrénées-Orientales,40475.0,11.14,23.82, 15 786   
848,5.0,TERANCE KOLE,W36 | FR 46,Bon état,,Blainville-sur-l'Eau,Carte bancaire,6,"12/28/2023, 1:50:29 PM",54,Meurthe-et-Moselle,56808.0,11.5,25.669999999999998, 19 587   
849,8.0,Grain de Malice,W38 | FR 48,Neuf sans étiquette,,Les Ormes,Carte bancaire,2,"12/29/2023, 8:09:41 PM",86,Vienne,46410.0,15.120000000000001,30.36, 19 243   
850,6.0,L'Homme Moderne,W33 | FR 42,Neuf sans étiquette,Denim,Saint-André-de-Cubzac,Carte bancaire,4,"12/29/2023, 5:32:28 PM",33,Gironde,186435.0,16.01,32.239999999999995, 20 100   
851,5.0,Livergy,W32 | FR 42,Très bon état,,Bégadan,Carte bancaire,8,"12/29/2023, 1:21:40 PM",33,Gironde,186435.0,16.01,32.239999999999995, 18 836   
852,5.0,H&M,W32 | FR 42,Très bon état,Coton,Pressins,Carte bancaire,10,"12/29/2023, 10:38:06 AM",38,Isère,146859.0,16.5,33.94, 20 338   
853,6.0,Jack & Jones,W31 | FR 40,Bon état,Coton,Le Thor,Carte bancaire,16,"12/26/2023, 3:22:33 PM",84,Vaucluse,49879.0,12.06,26.27, 20 265   
854,8.0,Bonobo,W36 | FR 46,Très bon état,,Oudon,Carte bancaire,8,"12/28/2023, 3:33:33 PM",44,Loire-Atlantique,194496.0,18.33,36.57, 21 809   
855,5.0,Regular,W34 | FR 44,Bon état,,Jougne,Carte bancaire,1,"12/29/2023, 5:42:10 PM",25,Doubs,45814.0,12.379999999999999,25.94, 31 465   
856,5.0,Kaporal,W28 | FR 38,Très bon état,,Évry,Carte bancaire,1,"12/29/2023, 5:50:17 PM",89,Yonne,29042.0,12.16,24.93, 22 570   
857,6.0,Devred,W33 | FR 42,Très bon état,,Bussières,Carte bancaire,14,"12/28/2023, 10:50:59 AM",21,Côte-d'Or,46366.0,12.59,25.119999999999997,
858,5.0,Frilivin,W31 | FR 40,Très bon état,,Falleron,Carte bancaire,2,"12/29/2023, 4:56:53 PM",85,Vendée,64225.0,11.62,24.23, 18 333   
859,5.0,Bonobo,W26 | FR 36,Très bon état,,Sarlat-la-Canéda,Carte bancaire,0,"12/29/2023, 9:03:01 PM",24,Dordogne,43986.0,13.77,25.77, 18 812   
860,5.0,GovdenimM5888,W34 | FR 44,Très bon état,Coton,Segonzac,Carte bancaire,28,"12/27/2023, 4:55:37 PM",16,Charente,32282.0,12.49,25.59, 19 919   
861,5.0,districenter,M,Très bon état,,Saint-Jean-de-Maurienne,Carte bancaire,8,"12/28/2023, 5:26:51 PM",73,Savoie,44566.0,13.84,28.009999999999998, 19 601   
862,5.0,Kaporal,W32 | FR 42,Bon état,,Jougne,Carte bancaire,9,"12/29/2023, 5:30:38 PM",25,Doubs,45814.0,12.379999999999999,25.94, 31 465   
863,5.0,Bonobo,W26 | FR 36,Neuf sans étiquette,,Saint-Laurs,Carte bancaire,8,"12/28/2023, 10:16:46 AM",79,Deux-Sèvres,40743.0,14.860000000000001,30.64, 18 378   
864,5.0,Jules,W26 | FR 36,Très bon état,Coton,Saint-Aubin-lès-Elbeuf,Carte bancaire,1,"12/29/2023, 3:37:47 PM",76,Seine-Maritime,134442.0,15.23,31.92, 19 806   
865,5.0,Antony Morato,W27 | FR 36,Très bon état,,Châtenay-Malabry,Carte bancaire,5,"12/29/2023, 1:18:52 AM",92,Hauts-de-Seine,165750.0,16.51,31.63, 23 172   
866,5.0,Le Temps des Cerises,W27 | FR 36,Très bon état,,Sarlat-la-Canéda,Carte bancaire,0,"12/29/2023, 9:12:12 PM",24,Dordogne,43986.0,13.77,25.77, 18 812   
867,7.0,Donovan,W26 | FR 36,Très bon état,,Paris,Carte bancaire,1,"12/29/2023, 7:53:07 PM",75,Paris,298944.0,21.94,40.16,
868,5.0,Celio,W33 | FR 42,Très bon état,,Sorgues,Carte bancaire,15,"12/26/2023, 4:57:37 PM",84,Vaucluse,49879.0,12.06,26.27, 17 638   
869,5.0,Shein,L,Bon état,,Le Tréport,Carte bancaire,1,"12/29/2023, 8:29:17 PM",76,Seine-Maritime,134442.0,15.23,31.92, 16 733   
870,10.0,Levi's,W32 | FR 42,Bon état,Coton,Sète,Carte bancaire,49,"12/29/2023, 2:24:14 PM",34,Hérault,119495.0,14.02,29.759999999999998, 16 732   
